"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","correct_response","correct_response_key","css_classes","size_condition","choices","correct","slider_start"
"","","","","","html-keyboard-response","538","2.0.0","436322","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","539","2.0.0","436850","pukxay7l5kt","3332","526","stimuli/36-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","541","2.0.0","437553","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","542","2.0.0","437951","pukxay7l5kt","3332","395","stimuli/2-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","544","2.0.0","438653","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","545","2.0.0","439123","pukxay7l5kt","3332","468","stimuli/31-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","547","2.0.0","439826","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","548","2.0.0","440419","pukxay7l5kt","3332","591","stimuli/10-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","550","2.0.0","441122","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","551","2.0.0","441613","pukxay7l5kt","3332","489","stimuli/14-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","553","2.0.0","442315","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","554","2.0.0","442834","pukxay7l5kt","3332","517","stimuli/16-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","556","2.0.0","443538","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","557","2.0.0","443609","pukxay7l5kt","3332","70","stimuli/19-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","558","2.0.0","444612","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","559","2.0.0","445315","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","560","2.0.0","445992","pukxay7l5kt","3332","675","stimuli/25-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","562","2.0.0","446694","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","563","2.0.0","447382","pukxay7l5kt","3332","685","stimuli/17-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","565","2.0.0","448085","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","566","2.0.0","448776","pukxay7l5kt","3332","689","stimuli/22-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","568","2.0.0","449479","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","569","2.0.0","450494","pukxay7l5kt","3332","1013","stimuli/11-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","571","2.0.0","451198","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","572","2.0.0","451923","pukxay7l5kt","3332","723","stimuli/21-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","574","2.0.0","452626","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","575","2.0.0","453280","pukxay7l5kt","3332","652","stimuli/18-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","577","2.0.0","453983","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","578","2.0.0","454784","pukxay7l5kt","3332","799","stimuli/13-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","580","2.0.0","455487","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","581","2.0.0","456166","pukxay7l5kt","3332","677","stimuli/18-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","583","2.0.0","456869","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","584","2.0.0","457852","pukxay7l5kt","3332","981","stimuli/33-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","586","2.0.0","458555","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","587","2.0.0","459031","pukxay7l5kt","3332","474","stimuli/1-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","589","2.0.0","459734","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","590","2.0.0","460555","pukxay7l5kt","3332","820","stimuli/31-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","592","2.0.0","461258","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","593","2.0.0","461926","pukxay7l5kt","3332","665","stimuli/5-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","595","2.0.0","462628","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","596","2.0.0","463214","pukxay7l5kt","3332","585","stimuli/33-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","598","2.0.0","463918","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","599","2.0.0","464369","pukxay7l5kt","3332","449","stimuli/10-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","601","2.0.0","465073","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","602","2.0.0","465593","pukxay7l5kt","3332","517","stimuli/4-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","603","2.0.0","466596","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","604","2.0.0","467299","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","605","2.0.0","467881","pukxay7l5kt","3332","580","stimuli/14-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","607","2.0.0","468583","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","608","2.0.0","469086","pukxay7l5kt","3332","501","stimuli/10-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","610","2.0.0","469788","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","611","2.0.0","470228","pukxay7l5kt","3332","438","stimuli/24-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","613","2.0.0","470932","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","614","2.0.0","471295","pukxay7l5kt","3332","362","stimuli/17-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","615","2.0.0","472299","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","616","2.0.0","473002","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","617","2.0.0","473573","pukxay7l5kt","3332","570","stimuli/11-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","619","2.0.0","474275","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","620","2.0.0","474751","pukxay7l5kt","3332","474","stimuli/24-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","622","2.0.0","475454","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","623","2.0.0","476144","pukxay7l5kt","3332","688","stimuli/32-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","625","2.0.0","476847","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","626","2.0.0","477305","pukxay7l5kt","3332","456","stimuli/4-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","628","2.0.0","478007","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","629","2.0.0","478517","pukxay7l5kt","3332","508","stimuli/9-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","631","2.0.0","479221","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","632","2.0.0","480043","pukxay7l5kt","3332","820","stimuli/7-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","634","2.0.0","480746","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","635","2.0.0","481183","pukxay7l5kt","3332","435","stimuli/18-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","637","2.0.0","481886","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","638","2.0.0","482328","pukxay7l5kt","3332","440","stimuli/26-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","640","2.0.0","483031","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","641","2.0.0","483603","pukxay7l5kt","3332","571","stimuli/7-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","643","2.0.0","484307","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","644","2.0.0","484982","pukxay7l5kt","3332","673","stimuli/27-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","646","2.0.0","485686","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","647","2.0.0","486165","pukxay7l5kt","3332","478","stimuli/24-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","649","2.0.0","486869","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","650","2.0.0","487360","pukxay7l5kt","3332","490","stimuli/6-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","652","2.0.0","488063","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","653","2.0.0","488721","pukxay7l5kt","3332","656","stimuli/22-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","654","2.0.0","489724","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","655","2.0.0","490427","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","656","2.0.0","491055","pukxay7l5kt","3332","626","stimuli/26-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","658","2.0.0","491759","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","659","2.0.0","492291","pukxay7l5kt","3332","530","stimuli/7-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","661","2.0.0","492995","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","662","2.0.0","493540","pukxay7l5kt","3332","544","stimuli/2-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","664","2.0.0","494242","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","665","2.0.0","494843","pukxay7l5kt","3332","599","stimuli/13-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","667","2.0.0","495545","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","668","2.0.0","496314","pukxay7l5kt","3332","766","stimuli/9-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","670","2.0.0","497017","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","671","2.0.0","497481","pukxay7l5kt","3332","462","stimuli/13-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","673","2.0.0","498184","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","674","2.0.0","498836","pukxay7l5kt","3332","650","stimuli/35-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","676","2.0.0","499539","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","677","2.0.0","499904","pukxay7l5kt","3332","363","stimuli/1-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","679","2.0.0","500607","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","680","2.0.0","501244","pukxay7l5kt","3332","635","stimuli/17-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","682","2.0.0","501946","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","683","2.0.0","502764","pukxay7l5kt","3332","817","stimuli/3-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","684","2.0.0","503768","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","685","2.0.0","504470","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","686","2.0.0","504999","pukxay7l5kt","3332","527","stimuli/27-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","688","2.0.0","505701","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","689","2.0.0","506186","pukxay7l5kt","3332","483","stimuli/21-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","691","2.0.0","506889","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","692","2.0.0","507533","pukxay7l5kt","3332","642","stimuli/9-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","694","2.0.0","508236","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","695","2.0.0","509013","pukxay7l5kt","3332","775","stimuli/22-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","697","2.0.0","509716","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","698","2.0.0","510258","pukxay7l5kt","3332","541","stimuli/18-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","700","2.0.0","510961","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","701","2.0.0","511501","pukxay7l5kt","3332","538","stimuli/28-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","703","2.0.0","512204","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","704","2.0.0","512741","pukxay7l5kt","3332","536","stimuli/22-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","706","2.0.0","513444","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","707","2.0.0","514241","pukxay7l5kt","3332","795","stimuli/15-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","708","2.0.0","515244","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","709","2.0.0","515947","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","710","2.0.0","516621","pukxay7l5kt","3332","671","stimuli/30-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","712","2.0.0","517324","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","713","2.0.0","518013","pukxay7l5kt","3332","687","stimuli/12-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","715","2.0.0","518716","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","716","2.0.0","519310","pukxay7l5kt","3332","591","stimuli/24-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","718","2.0.0","520013","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","719","2.0.0","520636","pukxay7l5kt","3332","620","stimuli/8-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","721","2.0.0","521338","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","722","2.0.0","521924","pukxay7l5kt","3332","584","stimuli/35-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","724","2.0.0","522627","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","725","2.0.0","523126","pukxay7l5kt","3332","498","stimuli/11-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","727","2.0.0","523829","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","728","2.0.0","523994","pukxay7l5kt","3332","162","stimuli/29-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","729","2.0.0","524997","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","730","2.0.0","525700","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","731","2.0.0","526184","pukxay7l5kt","3332","483","stimuli/23-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","733","2.0.0","526887","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","734","2.0.0","527404","pukxay7l5kt","3332","516","stimuli/12-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","735","2.0.0","528408","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","736","2.0.0","529110","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","737","2.0.0","529614","pukxay7l5kt","3332","502","stimuli/34-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","739","2.0.0","530317","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","740","2.0.0","531145","pukxay7l5kt","3332","826","stimuli/32-Incongruent.jpg","z","left","z","normal","small","z","true",""
"","","","","","html-keyboard-response","742","2.0.0","531849","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","743","2.0.0","532839","pukxay7l5kt","3332","989","stimuli/29-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","745","2.0.0","533541","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","746","2.0.0","534433","pukxay7l5kt","3332","890","stimuli/8-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","748","2.0.0","535137","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","749","2.0.0","536293","pukxay7l5kt","3332","1154","stimuli/32-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","751","2.0.0","536996","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","752","2.0.0","537611","pukxay7l5kt","3332","614","stimuli/1-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","754","2.0.0","538314","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","755","2.0.0","538816","pukxay7l5kt","3332","500","stimuli/20-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","757","2.0.0","539518","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","758","2.0.0","540251","pukxay7l5kt","3332","732","stimuli/10-Incongruent.jpg","m","right","m","cb","small","m","true",""
"","","","","","html-keyboard-response","760","2.0.0","540954","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","761","2.0.0","541760","pukxay7l5kt","3332","804","stimuli/36-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","763","2.0.0","542463","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","764","2.0.0","543803","pukxay7l5kt","3332","1338","stimuli/31-Incongruent.jpg","m","left","z","normal","small","m","false",""
"","","","","","html-keyboard-response","765","2.0.0","544806","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","766","2.0.0","545509","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","767","2.0.0","545848","pukxay7l5kt","3332","338","stimuli/31-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","768","2.0.0","546851","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","769","2.0.0","547554","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","770","2.0.0","548886","pukxay7l5kt","3332","1331","stimuli/17-Congruent.jpg","z","left","z","cb","small","z","true",""
"","","","","","html-keyboard-response","772","2.0.0","549590","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","773","2.0.0","550103","pukxay7l5kt","3332","512","stimuli/30-Congruent.jpg","m","left","z","cb","small","m","false",""
"","","","","","html-keyboard-response","774","2.0.0","551105","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","775","2.0.0","551808","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","776","2.0.0","552223","pukxay7l5kt","3332","414","stimuli/30-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","777","2.0.0","553226","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","778","2.0.0","553930","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","779","2.0.0","554366","pukxay7l5kt","3332","435","stimuli/27-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","781","2.0.0","555069","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","782","2.0.0","556080","pukxay7l5kt","3332","1008","stimuli/34-Incongruent.jpg","z","right","m","cb","small","z","false",""
"","","","","","html-keyboard-response","783","2.0.0","557083","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","784","2.0.0","557786","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","785","2.0.0","558019","pukxay7l5kt","3332","232","stimuli/25-Congruent.jpg","m","left","z","cb","small","m","false",""
"","","","","","html-keyboard-response","786","2.0.0","559022","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","787","2.0.0","559725","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","788","2.0.0","560159","pukxay7l5kt","3332","432","stimuli/28-Congruent.jpg","m","right","m","normal","small","m","true",""
"","","","","","html-keyboard-response","790","2.0.0","560861","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","791","2.0.0","561456","pukxay7l5kt","3332","593","stimuli/25-Congruent.jpg","z","right","m","normal","small","z","false",""
"","","","","","html-keyboard-response","792","2.0.0","562459","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","793","2.0.0","563163","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","794","2.0.0","563470","pukxay7l5kt","3332","305","stimuli/26-Incongruent.jpg","m","left","z","normal","small","m","false",""
"","","","","","html-keyboard-response","795","2.0.0","564474","pukxay7l5kt","3332","null","<p style='color:red; font-size: 48px;'>Incorrect!</p>","null","","","","","","",""
"","","","","","html-keyboard-response","796","2.0.0","565175","pukxay7l5kt","3332","null","<div style=""font-size:60px;"">+</div>","null","","","","","","",""
"","","","","","image-keyboard-response","797","2.0.0","566217","pukxay7l5kt","3332","1040","stimuli/19-Incongruent.jpg","m","right","m","cb","small","m","true",""
